MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,      8879.10,      8889.15,      9093.80,      8875.35,      9066.55,463656200921.20,2344092387,Y, ,15879926,     12430.50,      7511.10
Y, , ,NIFTY50 EQL Wgt,      9221.10,      9214.60,      9440.05,      9186.35,      9406.80,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 EQL Wgt,     10151.25,     10152.35,     10372.60,     10125.75,     10338.15,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 LowVol30,      7410.25,      7412.75,      7547.60,      7398.95,      7528.50,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY Alpha 50,     11083.10,     11074.25,     11231.70,     11059.45,     11212.60,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY MIDCAP 150,      4766.70,      4774.60,      4844.35,      4766.75,      4834.15,0,0,Y, ,0,      6808.20,      4088.05
Y, , ,NIFTY SMLCAP 50,      1795.90,      1798.45,      1815.50,      1795.35,      1812.20,0,0,Y, ,0,      3221.05,      1545.45
Y, , ,NIFTY SMLCAP 250,      3352.50,      3357.60,      3396.75,      3356.45,      3394.00,0,0,Y, ,0,      5498.50,      2867.40
Y, , ,NIFTY MIDSML 400,      4256.90,      4263.80,      4322.00,      4258.50,      4315.00,0,0,Y, ,0,      6262.30,      3650.20
Y, , ,NIFTY200 QUALTY30,      8310.30,      8310.85,      8425.60,      8294.05,      8403.65,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     13446.60,     13443.50,     13556.90,     13362.55,     13517.35,0,0,Y, ,0,     16882.45,     10991.25
Y, , ,Nifty Next 50,     22567.80,     22581.50,     23070.15,     22528.85,     23003.10,0,0,Y, ,0,     29259.50,     18384.05
Y, , ,Nifty Bank,     17486.25,     17486.50,     18002.65,     17407.70,     17840.20,0,0,Y, ,0,     32613.10,     16116.25
Y, , ,NIFTY MIDCAP 100,     12471.15,     12492.45,     12698.90,     12463.90,     12664.20,0,0,Y, ,0,     18495.90,     10749.95
Y, , ,Nifty 500,      7284.50,      7292.90,      7446.85,      7281.80,      7426.85,0,0,Y, ,0,     10174.95,      6151.60
Y, , ,Nifty 100,      9060.15,      9069.70,      9276.60,      9055.20,      9249.15,0,0,Y, ,0,     12544.40,      7624.85
Y, , ,Nifty Midcap 50,      3451.80,      3455.45,      3520.35,      3443.35,      3505.30,0,0,Y, ,0,      5073.95,      2855.35
Y, , ,Nifty Realty,       162.15,       162.25,       166.65,       162.20,       165.75,0,0,Y, ,0,       336.35,       160.85
Y, , ,Nifty Infra,      2671.20,      2674.25,      2731.85,      2667.55,      2721.55,0,0,Y, ,0,      3453.30,      2072.60
Y, , ,Nifty Energy,     12247.70,     12233.25,     12551.00,     12190.70,     12508.50,0,0,Y, ,0,     16841.85,      9750.00
Y, , ,Nifty FMCG,     26895.75,     26995.10,     27428.25,     26935.65,     27290.35,0,0,Y, ,0,     32644.90,     22699.05
Y, , ,Nifty MNC,     11762.80,     11775.05,     11900.55,     11752.95,     11873.35,0,0,Y, ,0,     14356.20,      9648.20
Y, , ,Nifty Pharma,      9084.60,      9098.70,      9495.50,      9074.60,      9456.80,0,0,Y, ,0,      9753.50,      6242.85
Y, , ,Nifty PSE,      2185.65,      2177.60,      2233.80,      2168.70,      2223.75,0,0,Y, ,0,      3719.55,      1952.20
Y, , ,Nifty PSU Bank,      1087.20,      1085.90,      1101.15,      1078.45,      1092.45,0,0,Y, ,0,      3423.50,      1078.45
Y, , ,Nifty Serv Sector,     11784.25,     11801.75,     12076.80,     11773.80,     12023.90,0,0,Y, ,0,     17743.20,     10401.30
Y, , ,India VIX,39.4525,39.4525,39.4525,34.0950,35.8100,0,0,Y, ,0,86.6350,9.1625
Y, , ,Nifty Auto,      5486.15,      5464.85,      5632.45,      5436.35,      5603.80,0,0,Y, ,0,      8517.60,      4452.20
Y, , ,Nifty Metal,      1693.55,      1690.95,      1716.05,      1681.55,      1711.50,0,0,Y, ,0,      3044.50,      1480.70
Y, , ,Nifty Media,      1081.55,      1079.70,      1112.65,      1073.65,      1107.65,0,0,Y, ,0,      2252.95,       972.95
Y, , ,NIFTY SMLCAP 100,      3811.95,      3814.60,      3856.75,      3812.90,      3851.75,0,0,Y, ,0,      6687.35,      3202.90
Y, , ,Nifty 200,      4613.55,      4618.70,      4720.90,      4611.05,      4707.15,0,0,Y, ,0,      6421.10,      3893.05
Y, , ,Nifty Div Opps 50,      1995.90,      1993.85,      2019.75,      1988.50,      2012.80,0,0,Y, ,0,      2743.85,      1712.30
Y, , ,Nifty Commodities,      2472.95,      2472.60,      2540.55,      2462.45,      2530.60,0,0,Y, ,0,      3753.85,      2068.80
Y, , ,Nifty Consumption,      4286.60,      4296.25,      4358.50,      4284.00,      4349.05,0,0,Y, ,0,      5197.05,      3614.85
Y, , ,Nifty Fin Service,      8715.25,      8737.85,      9033.85,      8716.95,      8983.50,0,0,Y, ,0,     14747.70,      7984.20
Y, , ,Nifty50 Div Point,         1.83,         1.83,         1.83,         1.83,         1.83,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Liq 15,      2254.20,      2254.50,      2290.60,      2243.85,      2282.85,0,0,Y, ,0,      4140.00,      1878.95
Y, , ,Nifty CPSE,      1313.90,      1307.40,      1330.85,      1300.85,      1323.75,0,0,Y, ,0,      2398.00,      1136.65
Y, , ,Nifty GrowSect 15,      4385.20,      4395.70,      4528.50,      4389.95,      4514.30,0,0,Y, ,0,      6514.15,      3949.25
Y, , ,Nifty50 PR 2x Lev,      2542.15,      2547.65,      2664.20,      2540.95,      2649.25,0,0,Y, ,0,      5496.70,      1883.80
Y, , ,Nifty50 PR 1x Inv,       494.35,       493.85,       494.50,       482.50,       483.95,0,0,Y, ,0,       600.80,       377.10
Y, , ,Nifty50 TR 2x Lev,      3328.95,      3336.20,      3488.85,      3327.40,      3469.25,0,0,Y, ,0,      7145.95,      2465.75
Y, , ,Nifty50 TR 1x Inv,       432.30,       431.85,       432.40,       421.95,       423.20,0,0,Y, ,0,       525.50,       330.80
Y, , ,Nifty50 Value 20,      4483.05,      4481.80,      4548.10,      4472.85,      4535.00,0,0,Y, ,0,      5667.10,      3821.10
Y, , ,Nifty Mid Liq 15,      2928.40,      2935.60,      2989.20,      2920.55,      2977.60,0,0,Y, ,0,      4437.55,      2448.20
Y, , ,Nifty Pvt Bank,      9568.85,      9560.45,      9849.70,      9520.80,      9764.85,0,0,Y, ,0,     18030.20,      8487.25
Y, , ,NIFTY100 Qualty30,      2149.30,      2149.40,      2184.85,      2145.95,      2178.40,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 8 13Yr,      2164.79,      2165.17,      2166.57,      2163.96,      2164.78,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr,      1983.78,      1984.12,      1986.18,      1982.54,      1983.21,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr Cln,       978.84,       978.84,       979.86,       978.06,       978.39,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 4 8Yr,      2296.92,      2297.33,      2298.35,      2294.34,      2295.86,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 11 15Yr,      2331.30,      2331.72,      2334.95,      2328.79,      2330.46,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 15YrPlus,      2529.90,      2530.36,      2530.64,      2529.22,      2529.22,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS Compsite,      2202.74,      2203.14,      2204.51,      2201.09,      2201.89,0,0,Y, ,0,          .00,          .00
 , , , , , , , , , , ,Y, , , , 
 , , , , , , , , , , ,Y, , , , 
 , , ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,       319.20,       318.00,       324.80,       311.55,       323.75,               2230056743.40,6985480,Y, ,73140,       430.60,       203.00
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      1503.95,      1503.95,      1514.00,      1492.65,      1500.05,               3089633801.35,2057409,Y, ,101792,      1916.70,      1291.25
N,EQ,AXISBANK,AXIS BANK LIMITED,       354.50,       353.00,       366.30,       350.00,       362.50,              10989712101.35,30722038,Y, ,325563,       827.75,       286.00
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      2509.30,      2496.00,      2580.45,      2477.45,      2557.75,               2397431487.55,947445,Y, ,75560,      3315.15,      1788.65
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      4535.45,      4548.00,      4739.85,      4521.45,      4702.05,               2696204815.35,582885,Y, ,59208,      9950.00,      4160.25
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,      1964.95,      1970.00,      2060.00,      1935.00,      2042.80,              32536864183.60,16318576,Y, ,587992,      4923.40,      1915.65
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,       598.80,       605.00,       612.00,       588.60,       594.05,              21381025536.50,35744408,Y, ,372386,       612.00,       321.15
N,EQ,BPCL,BHARAT PETROLEUM CORP  LT,       293.30,       294.00,       311.40,       292.05,       308.90,               2646478333.70,8671114,Y, ,116181,       549.00,       252.00
N,EQ,BRITANNIA,BRITANNIA INDUSTRIES LTD,      3104.00,      3110.60,      3159.00,      3106.85,      3127.85,               1377676839.00,439150,Y, ,61420,      3583.75,      2100.00
N,EQ,CIPLA,CIPLA LTD,       594.95,       597.00,       624.35,       595.40,       620.65,               8228127113.25,13441070,Y, ,194557,       632.65,       355.30
N,EQ,COALINDIA,COAL INDIA LTD,       123.60,       123.00,       125.15,       121.85,       123.25,                998920077.55,8087994,Y, ,83321,       271.45,       119.20
N,EQ,DRREDDY,DR. REDDY'S LABORATORIES,      3699.60,      3720.90,      3930.00,      3693.15,      3910.20,              16056134189.20,4216736,Y, ,235377,      4132.20,      2351.20
N,EQ,EICHERMOT,EICHER MOTORS LTD,     12966.20,     12966.20,     13800.00,     12868.00,     13675.10,               3531773389.05,266549,Y, ,62919,     23450.00,     12450.10
N,EQ,GAIL,GAIL (INDIA) LTD,        81.85,        81.85,        86.95,        81.30,        86.25,               1399366138.15,16541795,Y, ,76113,       365.40,        65.00
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,       511.85,       511.00,       538.95,       507.00,       536.85,               1503419401.70,2851359,Y, ,51359,       959.80,       385.05
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,       518.25,       515.05,       528.65,       515.00,       526.75,               1645122999.50,3138733,Y, ,69200,      1170.00,       375.25
N,EQ,HDFC,HDFC LTD,      1539.85,      1550.00,      1640.00,      1545.00,      1627.00,              10872414709.35,6847043,Y, ,236795,      2499.90,      1473.45
N,EQ,HDFCBANK,HDFC BANK LTD,       830.65,       836.45,       864.00,       832.20,       857.10,              16894738592.95,20007413,Y, ,359835,      2503.30,       738.75
N,EQ,HEROMOTOCO,HERO MOTOCORP LIMITED,      2073.50,      2059.00,      2067.80,      1991.35,      2023.60,               5616256430.85,2782633,Y, ,122017,      3022.90,      1475.00
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       117.30,       117.30,       121.95,       116.25,       120.80,               1040859304.25,8718400,Y, ,44125,       221.20,        84.90
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      1975.55,      1975.55,      2010.00,      1975.00,      1990.85,               7828736279.65,3927076,Y, ,154130,      2614.30,      1659.05
N,EQ,ICICIBANK,ICICI BANK LTD.,       300.30,       299.00,       308.25,       297.50,       305.65,              12796973329.15,42239472,Y, ,348560,       552.20,       268.30
N,EQ,INDUSINDBK,INDUSIND BANK LIMITED,       367.80,       364.00,       370.85,       350.80,       357.30,              10635772798.80,29736474,Y, ,422054,      1672.95,       235.55
N,EQ,INFRATEL,BHARTI INFRATEL LTD.,       218.75,       213.10,       217.45,       196.00,       200.85,               4543543494.35,22326973,Y, ,180731,       296.50,       120.05
N,EQ,INFY,INFOSYS LIMITED,       668.60,       668.50,       673.00,       659.65,       669.55,               3862248243.90,5795193,Y, ,104746,       847.00,       509.25
N,EQ,IOC,INDIAN OIL CORP LTD,        72.05,        72.35,        74.50,        71.90,        74.10,                951729765.70,12925558,Y, ,48348,       170.75,        71.15
N,EQ,ITC,ITC LTD,       170.75,       171.95,       177.00,       171.00,       175.75,               4437243049.85,25320952,Y, ,191598,       310.00,       134.60
N,EQ,JSWSTEEL,JSW STEEL LIMITED,       169.30,       169.30,       173.00,       168.30,       171.05,               1723430893.00,10091863,Y, ,50806,       297.50,       132.50
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      1130.45,      1130.00,      1178.00,      1115.00,      1160.10,               6051010285.20,5254389,Y, ,147062,      1740.00,      1001.00
N,EQ,LT,LARSEN & TOUBRO LTD.,       796.35,       800.00,       841.00,       800.00,       835.00,               4904994064.65,5950015,Y, ,237183,      1607.00,       661.00
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,       382.90,       382.90,       413.70,       379.70,       405.05,               4228545729.25,10608571,Y, ,139807,       683.00,       245.40
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,      4805.30,      4754.00,      4920.00,      4745.50,      4891.95,               7336294666.25,1518297,Y, ,129952,      7758.70,      4001.10
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,     16150.30,     16241.00,     16594.95,     16151.00,     16303.40,               2942110146.75,179539,Y, ,42156,     18369.95,     10493.95
N,EQ,NTPC,NTPC LTD,        91.05,        89.90,        93.40,        89.30,        92.90,                933566323.25,10126456,Y, ,79840,       145.85,        73.20
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,        77.15,        77.20,        78.50,        76.30,        78.00,               1010610750.25,12969876,Y, ,57081,       178.90,        50.00
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       158.05,       156.25,       160.65,       155.75,       158.45,               2201838379.15,13880945,Y, ,54648,       216.25,       122.15
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1408.90,      1410.00,      1446.85,      1393.00,      1433.70,              36419940581.50,25530692,Y, ,446373,      1617.55,       875.65
N,EQ,SBIN,STATE BANK OF INDIA,       152.80,       153.00,       155.25,       151.15,       153.40,              10124624876.60,66178068,Y, ,339861,       373.80,       151.15
N,EQ,SHREECEM,SHREE CEMENT LIMITED,     18340.75,     18351.05,     20150.45,     18351.05,     19411.65,               1819120774.30,95883,Y, ,25748,     25355.00,     15410.00
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,       441.70,       439.90,       458.45,       437.25,       455.75,               3573094726.55,7967090,Y, ,111119,       504.80,       312.00
N,EQ,TATAMOTORS,TATA MOTORS LIMITED,        81.80,        81.25,        84.40,        80.70,        83.45,               3015914660.45,36351616,Y, ,116445,       201.70,        63.50
N,EQ,TATASTEEL,TATA STEEL LIMITED,       272.00,       272.00,       284.00,       270.10,       283.20,               4037917086.25,14423657,Y, ,135400,       518.60,       250.85
N,EQ,TCS,TATA CONSULTANCY SERV LT,      1948.65,      1950.00,      1962.90,      1931.70,      1953.60,               5409514559.25,2778505,Y, ,130438,      2296.20,      1506.05
N,EQ,TECHM,TECH MAHINDRA LIMITED,       512.60,       515.00,       524.80,       510.70,       519.20,               1436775737.50,2772990,Y, ,60159,       845.90,       471.40
N,EQ,TITAN,TITAN COMPANY LIMITED,       826.80,       824.00,       854.00,       818.60,       848.70,               2862185073.30,3403474,Y, ,98456,      1389.95,       720.90
N,EQ,ULTRACEMCO,ULTRATECH CEMENT LIMITED,      3438.15,      3449.95,      3599.85,      3435.00,      3528.50,               3665108875.05,1042217,Y, ,76531,      4904.95,      2910.00
N,EQ,UPL,UPL LIMITED,       339.65,       339.05,       358.60,       336.00,       356.55,               5912382565.40,16718318,Y, ,257861,      1043.75,       240.15
N,EQ,VEDL,VEDANTA LIMITED,        90.00,        90.05,        90.55,        88.25,        88.55,               1903846242.60,21380770,Y, ,78459,       180.00,        60.20
N,EQ,WIPRO,WIPRO LTD,       184.40,       185.00,       185.90,       182.20,       184.95,               1419320421.50,7707953,Y, ,58552,       301.60,       159.40
N,EQ,ZEEL,ZEE ENTERTAINMENT ENT LTD,       150.25,       150.45,       154.65,       149.35,       153.55,               2099258473.30,13737028,Y, ,94691,       405.20,       114.00
 , , , , , , , , , , ,N, , , , 
 , , ,NIFTY Next 50 Sec, , , , , , , ,N, , , , 
N,EQ,ACC,ACC LIMITED,      1138.45,      1136.45,      1176.95,      1130.60,      1170.85,               1125900524.10,972861,N, ,39099,      1769.05,       895.15
N,EQ,ADANITRANS,ADANI TRANSMISSION LTD,       185.00,       186.00,       188.55,       180.20,       184.35,                 48804439.35,265420,N, ,6182,       366.40,       147.50
N,EQ,AMBUJACEM,AMBUJA CEMENTS LTD,       174.60,       174.50,       181.55,       172.35,       179.65,                502856936.95,2833520,N, ,35330,       240.25,       136.55
N,EQ,ASHOKLEY,ASHOK LEYLAND LTD,        43.05,        43.05,        43.55,        42.35,        43.35,               1118632717.00,26023211,N, ,62883,        95.00,        33.70
N,EQ,AUROPHARMA,AUROBINDO PHARMA LTD,       662.40,       663.00,       712.00,       658.10,       707.60,               6047898077.20,8783424,N, ,156606,       712.00,       288.85
N,EQ,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,      1888.60,      1872.00,      1918.70,      1865.00,      1903.70,                 36870629.15,19533,N, ,5066,      3950.00,      1460.15
N,EQ,BANDHANBNK,BANDHAN BANK LIMITED,       220.40,       214.90,       223.85,       212.25,       222.10,               2378443913.15,10838891,N, ,120106,       650.00,       152.20
N,EQ,BANKBARODA,BANK OF BARODA,        36.50,        36.15,        37.20,        36.00,        36.65,               1047073061.50,28593606,N, ,74423,       144.00,        36.00
N,EQ,BERGEPAINT,BERGER PAINTS (I) LTD,       439.30,       438.00,       452.00,       431.45,       444.10,                759172336.40,1737199,N, ,27765,       597.00,       296.30
N,EQ,BIOCON,BIOCON LIMITED.,       336.60,       335.95,       349.75,       334.00,       346.85,               2564799533.25,7499821,N, ,103598,       560.50,       211.05
N,EQ,BOSCHLTD,BOSCH LIMITED,      9149.25,      9199.00,      9338.40,      9098.00,      9264.30,                224121065.65,24356,N, ,7628,     17877.00,      7850.00
N,EQ,CADILAHC,CADILA HEALTHCARE LIMITED,       325.90,       326.80,       339.00,       325.10,       337.80,               1099509422.75,3302453,N, ,39341,       374.00,       202.00
N,EQ,COLPAL,COLGATE PALMOLIVE LTD.,      1349.55,      1358.00,      1392.00,      1346.10,      1351.00,               1925554806.90,1405133,N, ,61356,      1642.60,      1065.00
N,EQ,CONCOR,CONTAINER CORP OF IND LTD,       350.55,       345.60,       354.40,       341.10,       350.75,                495153507.55,1422459,N, ,30241,       666.00,       263.40
N,EQ,DABUR,DABUR INDIA LTD,       437.10,       437.80,       444.95,       435.25,       439.65,               1120946314.40,2544159,N, ,38665,       525.00,       374.25
N,EQ,DIVISLAB,DIVI'S LABORATORIES LTD,      2321.75,      2325.00,      2376.70,      2311.10,      2372.70,               1409754616.80,601003,N, ,39340,      2474.45,      1466.00
N,EQ,DLF,DLF LIMITED,       131.45,       132.05,       141.80,       130.75,       139.25,               1609062695.55,11788743,N, ,61094,       266.55,       114.55
N,BE,DMART,AVENUE SUPERMARTS LIMITED,      2337.50,      2335.00,      2454.35,      2318.00,      2454.35,                894811520.40,374835,N, ,40594,      2454.35,      1413.00
N,EQ,GICRE,GENERAL INS CORP OF INDIA,       123.95,       124.60,       126.95,       123.05,       124.80,                  8952181.75,71780,N, ,1419,       334.05,        81.50
N,EQ,GODREJCP,GODREJ CONSUMER PRODUCTS,       554.00,       556.00,       567.40,       555.90,       564.65,                794161361.50,1412416,N,XD,43588,       772.00,       425.10
N,EQ,HAVELLS,HAVELLS INDIA LIMITED,       468.20,       464.00,       495.00,       447.05,       469.60,               2915536552.20,6372637,N, ,126707,       806.85,       447.05
N,EQ,HDFCAMC,HDFC AMC LIMITED,      2490.30,      2494.00,      2510.00,      2440.00,      2475.30,                501931697.00,203078,N, ,27624,      3844.00,      1620.25
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       471.75,       474.15,       482.75,       472.50,       479.25,               1489469413.90,3112805,N, ,50335,       646.40,       340.00
N,EQ,HINDPETRO,HINDUSTAN PETROLEUM CORP,       171.35,       172.00,       180.90,       170.95,       178.85,               1215415439.30,6870474,N, ,55885,       333.50,       150.00
N,EQ,HINDZINC,HINDUSTAN ZINC LIMITED,       174.10,       172.00,       173.00,       168.30,       170.65,                 88044268.35,516110,N, ,9361,       263.35,       116.05
N,EQ,IBULHSGFIN,INDIABULLS HSG FIN LTD,       120.40,       119.40,       125.80,       118.55,       124.25,               2451110085.30,19927344,N, ,105112,       846.90,        81.00
N,EQ,ICICIGI,ICICI LOMBARD GIC LIMITED,      1222.55,      1220.10,      1242.40,      1211.10,      1235.00,                294264261.90,239214,N, ,29939,      1440.40,       805.00
N,EQ,ICICIPRULI,ICICI PRU LIFE INS CO LTD,       359.85,       361.10,       368.25,       360.10,       364.05,               1184105040.85,3257659,N, ,42278,       537.30,       226.10
N,EQ,IDEA,VODAFONE IDEA LIMITED,         5.45,         5.65,         5.95,         5.50,         5.65,               2874934696.30,504613882,N, ,198554,        14.40,         2.40
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,       919.95,       909.00,       926.95,       900.00,       911.90,               1709224927.50,1878511,N, ,57658,      1898.85,       771.30
N,EQ,L&TFH,L&T FINANCE HOLDINGS LTD,        52.05,        51.95,        54.90,        51.60,        53.70,                822368556.10,15484792,N, ,45885,       137.85,        45.90
N,EQ,LUPIN,LUPIN LIMITED,       840.35,       844.60,       878.00,       841.00,       873.20,               3421900394.85,3952859,N, ,69611,       906.00,       504.75
N,EQ,MARICO,MARICO LIMITED,       312.80,       313.65,       319.20,       312.00,       316.90,                730246810.10,2305091,N, ,26037,       404.00,       234.00
N,EQ,MCDOWELL-N,UNITED SPIRITS LIMITED,       555.10,       561.45,       579.00,       558.00,       575.15,               3787119465.75,6641812,N, ,105262,       742.70,       442.65
N,EQ,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LT,        79.10,        79.45,        83.20,        78.70,        82.00,                684429494.20,8495427,N, ,35788,       151.00,        48.65
N,EQ,NHPC,NHPC LTD,        19.65,        19.60,        19.90,        19.55,        19.70,                 49429897.35,2505472,N, ,4538,        29.10,        15.10
N,EQ,NIACL,THE NEW INDIA ASSU CO LTD,       116.15,       116.75,       117.80,       114.10,       115.00,                  8204936.85,70803,N, ,2311,       179.15,        74.10
N,EQ,NMDC,NMDC LTD.,        71.40,        71.50,        72.40,        70.80,        71.10,                141813271.00,1985269,N, ,10937,       139.70,        61.55
N,EQ,OFSS,ORACLE FIN SERV SOFT LTD.,      2417.80,      2395.00,      2441.20,      2295.00,      2338.60,                 98172684.50,41912,N, ,5970,      3474.00,      1506.00
N,EQ,PAGEIND,PAGE INDUSTRIES LTD,     17497.75,     17587.60,     18850.20,     17587.60,     18652.45,                980696506.20,53442,N, ,15971,     26882.60,     16254.00
N,EQ,PEL,PIRAMAL ENTERPRISES LTD,       880.10,       882.00,       919.00,       872.60,       914.05,               1933864377.15,2142616,N, ,59202,      2383.25,       606.85
N,EQ,PETRONET,PETRONET LNG LIMITED,       224.10,       226.00,       228.70,       224.10,       227.60,                339684821.80,1498576,N, ,42485,       299.00,       170.40
N,EQ,PFC,POWER FIN CORP LTD.,        80.30,        80.70,        81.60,        79.80,        81.00,                421009396.95,5222207,N, ,25065,       138.75,        78.50
N,EQ,PGHH,P&G HYGIENE & HEALTH CARE,     10056.85,      9990.05,     10099.95,      9980.10,     10020.65,                 12571816.55,1255,N, ,630,     12774.90,      8400.00
N,EQ,PIDILITIND,PIDILITE INDUSTRIES LTD,      1362.50,      1363.10,      1377.00,      1346.25,      1370.10,                544258556.50,398983,N, ,21573,      1709.90,      1168.10
N,EQ,PNB,PUNJAB NATIONAL BANK,        26.60,        26.60,        26.90,        26.30,        26.60,                458736183.25,17212634,N, ,29716,        91.20,        26.30
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,       702.95,       701.00,       717.70,       700.00,       715.80,                914999329.45,1289104,N, ,70801,      1030.00,       519.40
N,EQ,SIEMENS,SIEMENS LTD,      1020.85,      1020.55,      1040.00,      1004.45,      1022.80,                546029129.05,534229,N, ,28009,      1717.45,       947.90
N,EQ,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,       587.10,       587.00,       601.95,       570.00,       578.80,               3605785043.25,6194444,N, ,134476,      1367.00,       440.00
N,EQ,UBL,UNITED BREWERIES LTD,       874.30,       878.00,       885.75,       872.00,       874.90,                396979291.65,452357,N, ,22885,      1483.70,       749.50
 ,EQ, , , , , , , , , , , , , , 
 ,EQ, ,COMPULSORY ROLLING STOCKS, , , , , , , , , , , , 
N,EQ,20MICRONS,20 MICRONS LTD,        24.85,        25.40,        25.75,        24.75,        24.90,                   760600.10,30354,N, ,431,        44.15,        19.00
N,EQ,21STCENMGM,21ST CENTURY MGMT SERVICE,        10.50,        10.50,        10.70,        10.30,        10.70,                    10389.70,997,N, ,59,        19.05,        10.05
N,EQ,3IINFOTECH,3I INFOTECH LTD.,         1.55,         1.50,         1.60,         1.50,         1.60,                  3956971.05,2490967,N, ,862,         3.90,         1.15
N,EQ,3MINDIA,3M INDIA LIMITED,     16830.40,     16880.00,     17700.00,     16830.40,     17524.15,                 44309263.70,2574,N, ,1429,     25200.00,     15700.00
G,EQ,3PLAND,3P LAND HOLDINGS LIMITED,         5.15,         5.15,         5.15,         5.15,         5.15,                        5.15,1,N, ,1,         8.85,         3.40
N,EQ,5PAISA,5PAISA CAPITAL LIMITED,       146.95,       146.80,       149.90,       141.05,       143.25,                  2467476.00,17135,N, ,306,       386.80,        90.00
N,EQ,A2ZINFRA,A2Z INFRA ENGINEERING LTD,         3.60,         3.60,         3.70,         3.55,         3.65,                   261305.30,72459,N, ,159,        18.35,         2.90
N,EQ,AARTIDRUGS,AARTI DRUGS LTD.,       766.65,       767.00,       799.90,       766.30,       797.15,                 92095067.15,117272,N, ,6298,       874.90,       421.00
N,EQ,AARTIIND,AARTI INDUSTRIES LTD,       991.90,       999.00,      1005.50,       982.45,      1001.45,                140706603.85,141246,N, ,9130,      1899.00,       668.00
N,EQ,AARVEEDEN,AARVEE DEN. & EXP. LTD,         8.70,         8.50,         8.75,         8.35,         8.65,                    52129.90,6042,N, ,43,        25.90,         6.50
N,SM,AARVI,AARVI ENCON LIMITED,        22.00,        22.00,        22.00,        22.00,        22.00,                    88000.00,4000,N, ,1,        50.05,        20.15
N,EQ,AAVAS,AAVAS FINANCIERS LIMITED,      1027.80,      1020.00,      1049.00,      1011.35,      1029.00,                 14160155.15,13752,N, ,2838,      2101.00,       849.05
N,EQ,ABB,ABB INDIA LIMITED,       784.50,       788.90,       788.90,       773.00,       774.35,                 50278069.30,64779,N, ,4371,      1670.00,       773.00
N,EQ,ABBOTINDIA,ABBOTT INDIA LIMITED,     16506.15,     16580.00,     16777.00,     16225.00,     16635.20,                236409297.35,14389,N, ,4976,     18679.75,      7404.00
N,EQ,ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,        42.80,        43.00,        44.35,        42.10,        44.05,                 86513499.75,1993780,N, ,9044,       115.35,        37.35
N,EQ,ABFRL,ADITYA BIRLA FASHION & RT,       103.15,       104.00,       105.80,       102.00,       103.05,                125597281.60,1206934,N, ,12993,       285.50,        97.00
N,EQ,ACCELYA,ACCELYA SOLN INDIA LTD,       915.10,       915.10,       917.65,       907.30,       910.70,                  5925647.05,6491,N, ,871,      1245.20,       701.00
